Six-Digit Numbers,Sum of Digits,Sum Mod 8,(8 - x) Mod 8
235312,16,0,0
235313,17,1,7
235314,18,2,6
235315,19,3,5
235316,20,4,4
235321,16,0,0
235322,17,1,7
235323,18,2,6
235324,19,3,5
235325,20,4,4
235326,21,5,3
235331,17,1,7
235332,18,2,6
235333,19,3,5
235334,20,4,4
235335,21,5,3
235336,22,6,2
235341,18,2,6
235342,19,3,5
235343,20,4,4
235344,21,5,3
235345,22,6,2
235346,23,7,1
235351,19,3,5
235352,20,4,4
235353,21,5,3
235354,22,6,2
235355,23,7,1
235356,24,0,0
235361,20,4,4
235362,21,5,3
235363,22,6,2
235364,23,7,1
235365,24,0,0
235366,25,1,7
235411,16,0,0
235412,17,1,7
235413,18,2,6
235414,19,3,5
235415,20,4,4
235416,21,5,3
235421,17,1,7
235422,18,2,6
235423,19,3,5
235424,20,4,4
235425,21,5,3
235426,22,6,2
235431,18,2,6
235432,19,3,5
235433,20,4,4
235434,21,5,3
235435,22,6,2
235436,23,7,1
235441,19,3,5
235442,20,4,4
235443,21,5,3
235444,22,6,2
235445,23,7,1
235446,24,0,0
235451,20,4,4
235452,21,5,3
235453,22,6,2
235454,23,7,1
235455,24,0,0
235456,25,1,7
235461,21,5,3
235462,22,6,2
235463,23,7,1
235464,24,0,0
235465,25,1,7
235466,26,2,6
235511,17,1,7
235512,18,2,6
235513,19,3,5
235514,20,4,4
235515,21,5,3
235516,22,6,2
235521,18,2,6
235522,19,3,5
235523,20,4,4
235524,21,5,3
235525,22,6,2
235526,23,7,1
235531,19,3,5
235532,20,4,4
235533,21,5,3
235534,22,6,2
235535,23,7,1
235536,24,0,0
235541,20,4,4
235542,21,5,3
235543,22,6,2
235544,23,7,1
235545,24,0,0
235546,25,1,7
235551,21,5,3
235552,22,6,2
235553,23,7,1
235554,24,0,0
235555,25,1,7
235556,26,2,6
235561,22,6,2
235562,23,7,1
235563,24,0,0
235564,25,1,7
235565,26,2,6
235566,27,3,5
235611,18,2,6
235612,19,3,5
235613,20,4,4
235614,21,5,3
235615,22,6,2
235616,23,7,1
235621,19,3,5
235622,20,4,4
235623,21,5,3
235624,22,6,2
235625,23,7,1
235626,24,0,0
235631,20,4,4
235632,21,5,3
235633,22,6,2
235634,23,7,1
235635,24,0,0
235636,25,1,7
235641,21,5,3
235642,22,6,2
235643,23,7,1
235644,24,0,0
235645,25,1,7
235646,26,2,6
235651,22,6,2
235652,23,7,1
235653,24,0,0
235654,25,1,7
235655,26,2,6
235656,27,3,5
235661,23,7,1
235662,24,0,0
235663,25,1,7
235664,26,2,6
235665,27,3,5
235666,28,4,4
236111,14,6,2
236112,15,7,1
236113,16,0,0
236114,17,1,7
236115,18,2,6
236116,19,3,5
236121,15,7,1
236122,16,0,0
236123,17,1,7
236124,18,2,6
236125,19,3,5
236126,20,4,4
236131,16,0,0
236132,17,1,7
236133,18,2,6
236134,19,3,5
236135,20,4,4
236136,21,5,3
236141,17,1,7
236142,18,2,6
236143,19,3,5
236144,20,4,4
236145,21,5,3
236146,22,6,2
236151,18,2,6
236152,19,3,5
236153,20,4,4
236154,21,5,3
236155,22,6,2
236156,23,7,1
236161,19,3,5
236162,20,4,4
236163,21,5,3
236164,22,6,2
236165,23,7,1
236166,24,0,0
236211,15,7,1
236212,16,0,0
236213,17,1,7
236214,18,2,6
236215,19,3,5
236216,20,4,4
236221,16,0,0
236222,17,1,7
236223,18,2,6
236224,19,3,5
236225,20,4,4
236226,21,5,3
236231,17,1,7
236232,18,2,6
236233,19,3,5
236234,20,4,4
236235,21,5,3
236236,22,6,2
236241,18,2,6
236242,19,3,5
236243,20,4,4
236244,21,5,3
236245,22,6,2
236246,23,7,1
236251,19,3,5
236252,20,4,4
236253,21,5,3
236254,22,6,2
236255,23,7,1
236256,24,0,0
236261,20,4,4
236262,21,5,3
236263,22,6,2
236264,23,7,1
236265,24,0,0
236266,25,1,7
236311,16,0,0
236312,17,1,7
236313,18,2,6
236314,19,3,5
236315,20,4,4
236316,21,5,3
236321,17,1,7
236322,18,2,6
236323,19,3,5
236324,20,4,4
236325,21,5,3
236326,22,6,2
236331,18,2,6
236332,19,3,5
236333,20,4,4
236334,21,5,3
236335,22,6,2
236336,23,7,1
236341,19,3,5
236342,20,4,4
236343,21,5,3
236344,22,6,2
236345,23,7,1
236346,24,0,0
236351,20,4,4
236352,21,5,3
236353,22,6,2
236354,23,7,1
236355,24,0,0
236356,25,1,7
236361,21,5,3
236362,22,6,2
236363,23,7,1
236364,24,0,0
236365,25,1,7
236366,26,2,6
236411,17,1,7
236412,18,2,6
236413,19,3,5
236414,20,4,4
236415,21,5,3
236416,22,6,2
236421,18,2,6
236422,19,3,5
236423,20,4,4
236424,21,5,3
236425,22,6,2
236426,23,7,1
236431,19,3,5
236432,20,4,4
236433,21,5,3
236434,22,6,2
236435,23,7,1
236436,24,0,0
236441,20,4,4
236442,21,5,3
236443,22,6,2
236444,23,7,1
236445,24,0,0
236446,25,1,7
236451,21,5,3
236452,22,6,2
236453,23,7,1
236454,24,0,0
236455,25,1,7
236456,26,2,6
236461,22,6,2
236462,23,7,1
236463,24,0,0
236464,25,1,7
236465,26,2,6
236466,27,3,5
236511,18,2,6
236512,19,3,5
236513,20,4,4
236514,21,5,3
236515,22,6,2
236516,23,7,1
236521,19,3,5
236522,20,4,4
236523,21,5,3
236524,22,6,2
236525,23,7,1
236526,24,0,0
236531,20,4,4
236532,21,5,3
236533,22,6,2
236534,23,7,1
236535,24,0,0
236536,25,1,7
236541,21,5,3
236542,22,6,2
236543,23,7,1
236544,24,0,0
236545,25,1,7
236546,26,2,6
236551,22,6,2
236552,23,7,1
236553,24,0,0
236554,25,1,7
236555,26,2,6
236556,27,3,5
236561,23,7,1
236562,24,0,0
236563,25,1,7
236564,26,2,6
236565,27,3,5
236566,28,4,4
236611,19,3,5
236612,20,4,4
236613,21,5,3
236614,22,6,2
236615,23,7,1
236616,24,0,0
236621,20,4,4
236622,21,5,3
236623,22,6,2
236624,23,7,1
236625,24,0,0
236626,25,1,7
236631,21,5,3
236632,22,6,2
236633,23,7,1
236634,24,0,0
236635,25,1,7
236636,26,2,6
236641,22,6,2
236642,23,7,1
236643,24,0,0
236644,25,1,7
236645,26,2,6
236646,27,3,5
236651,23,7,1
236652,24,0,0
236653,25,1,7
236654,26,2,6
236655,27,3,5
236656,28,4,4
236661,24,0,0
236662,25,1,7
236663,26,2,6
236664,27,3,5
236665,28,4,4
236666,29,5,3
241111,10,2,6
241112,11,3,5
241113,12,4,4
241114,13,5,3
241115,14,6,2
241116,15,7,1
241121,11,3,5
241122,12,4,4
241123,13,5,3
241124,14,6,2
241125,15,7,1
241126,16,0,0
241131,12,4,4
241132,13,5,3
241133,14,6,2
241134,15,7,1
241135,16,0,0
241136,17,1,7
241141,13,5,3
241142,14,6,2
241143,15,7,1
241144,16,0,0
241145,17,1,7
241146,18,2,6
241151,14,6,2
241152,15,7,1
241153,16,0,0
241154,17,1,7
241155,18,2,6
241156,19,3,5
241161,15,7,1
241162,16,0,0
241163,17,1,7
241164,18,2,6
241165,19,3,5
241166,20,4,4
241211,11,3,5
241212,12,4,4
241213,13,5,3
241214,14,6,2
241215,15,7,1
241216,16,0,0
241221,12,4,4
241222,13,5,3
241223,14,6,2
241224,15,7,1
241225,16,0,0
241226,17,1,7
241231,13,5,3
241232,14,6,2
241233,15,7,1
241234,16,0,0
241235,17,1,7
241236,18,2,6
241241,14,6,2
241242,15,7,1
241243,16,0,0
241244,17,1,7
241245,18,2,6
241246,19,3,5
241251,15,7,1
241252,16,0,0
241253,17,1,7
241254,18,2,6
241255,19,3,5
241256,20,4,4
241261,16,0,0
241262,17,1,7
241263,18,2,6
241264,19,3,5
241265,20,4,4
241266,21,5,3
241311,12,4,4
241312,13,5,3
241313,14,6,2
241314,15,7,1
241315,16,0,0
241316,17,1,7
241321,13,5,3
241322,14,6,2
241323,15,7,1
241324,16,0,0
241325,17,1,7
241326,18,2,6
241331,14,6,2
241332,15,7,1
241333,16,0,0
241334,17,1,7
241335,18,2,6
241336,19,3,5
241341,15,7,1
241342,16,0,0
241343,17,1,7
241344,18,2,6
241345,19,3,5
241346,20,4,4
241351,16,0,0
241352,17,1,7
241353,18,2,6
241354,19,3,5
241355,20,4,4
241356,21,5,3
241361,17,1,7
241362,18,2,6
241363,19,3,5
241364,20,4,4
241365,21,5,3
241366,22,6,2
241411,13,5,3
241412,14,6,2
241413,15,7,1
241414,16,0,0
241415,17,1,7
241416,18,2,6
241421,14,6,2
241422,15,7,1
241423,16,0,0
241424,17,1,7
241425,18,2,6
241426,19,3,5
241431,15,7,1
241432,16,0,0
241433,17,1,7
241434,18,2,6
241435,19,3,5
241436,20,4,4
241441,16,0,0
241442,17,1,7
241443,18,2,6
241444,19,3,5
241445,20,4,4
241446,21,5,3
241451,17,1,7
241452,18,2,6
241453,19,3,5
241454,20,4,4
241455,21,5,3
241456,22,6,2
241461,18,2,6
241462,19,3,5
241463,20,4,4
241464,21,5,3
241465,22,6,2
241466,23,7,1
241511,14,6,2
241512,15,7,1
241513,16,0,0
241514,17,1,7
241515,18,2,6
241516,19,3,5
241521,15,7,1
241522,16,0,0
241523,17,1,7
241524,18,2,6
241525,19,3,5
241526,20,4,4
241531,16,0,0
241532,17,1,7
241533,18,2,6
241534,19,3,5
241535,20,4,4
241536,21,5,3
241541,17,1,7
241542,18,2,6
241543,19,3,5
241544,20,4,4
241545,21,5,3
241546,22,6,2
241551,18,2,6
241552,19,3,5
241553,20,4,4
241554,21,5,3
241555,22,6,2
241556,23,7,1
241561,19,3,5
241562,20,4,4
241563,21,5,3
241564,22,6,2
241565,23,7,1
241566,24,0,0
241611,15,7,1
241612,16,0,0
241613,17,1,7
241614,18,2,6
241615,19,3,5
241616,20,4,4
241621,16,0,0
241622,17,1,7
241623,18,2,6
241624,19,3,5
241625,20,4,4
241626,21,5,3
241631,17,1,7
241632,18,2,6
241633,19,3,5
241634,20,4,4
241635,21,5,3
241636,22,6,2
241641,18,2,6
241642,19,3,5
241643,20,4,4
241644,21,5,3
241645,22,6,2
241646,23,7,1
241651,19,3,5
241652,20,4,4
241653,21,5,3
241654,22,6,2
241655,23,7,1
241656,24,0,0
241661,20,4,4
241662,21,5,3
241663,22,6,2
241664,23,7,1
241665,24,0,0
241666,25,1,7
242111,11,3,5
242112,12,4,4
242113,13,5,3
242114,14,6,2
242115,15,7,1
242116,16,0,0
242121,12,4,4
242122,13,5,3
242123,14,6,2
242124,15,7,1
242125,16,0,0
242126,17,1,7
242131,13,5,3
242132,14,6,2
242133,15,7,1
242134,16,0,0
242135,17,1,7
242136,18,2,6
242141,14,6,2
242142,15,7,1
242143,16,0,0
242144,17,1,7
242145,18,2,6
242146,19,3,5
242151,15,7,1
242152,16,0,0
242153,17,1,7
242154,18,2,6
242155,19,3,5
242156,20,4,4
242161,16,0,0
242162,17,1,7
242163,18,2,6
242164,19,3,5
242165,20,4,4
242166,21,5,3
242211,12,4,4
242212,13,5,3
242213,14,6,2
242214,15,7,1
242215,16,0,0
242216,17,1,7
242221,13,5,3
242222,14,6,2
242223,15,7,1
242224,16,0,0
242225,17,1,7
242226,18,2,6
242231,14,6,2
242232,15,7,1
242233,16,0,0
242234,17,1,7
242235,18,2,6
242236,19,3,5
242241,15,7,1
242242,16,0,0
242243,17,1,7
242244,18,2,6
242245,19,3,5
242246,20,4,4
242251,16,0,0
242252,17,1,7
242253,18,2,6
242254,19,3,5
242255,20,4,4
242256,21,5,3
242261,17,1,7
242262,18,2,6
242263,19,3,5
242264,20,4,4
242265,21,5,3
242266,22,6,2
242311,13,5,3
242312,14,6,2
242313,15,7,1
242314,16,0,0
242315,17,1,7
242316,18,2,6
242321,14,6,2
242322,15,7,1
242323,16,0,0
242324,17,1,7
242325,18,2,6
242326,19,3,5
242331,15,7,1
242332,16,0,0
242333,17,1,7
242334,18,2,6
242335,19,3,5
242336,20,4,4
242341,16,0,0
242342,17,1,7
242343,18,2,6
242344,19,3,5
242345,20,4,4
242346,21,5,3
242351,17,1,7
242352,18,2,6
242353,19,3,5
242354,20,4,4
242355,21,5,3
242356,22,6,2
242361,18,2,6
242362,19,3,5
242363,20,4,4
242364,21,5,3
242365,22,6,2
242366,23,7,1
242411,14,6,2
242412,15,7,1
242413,16,0,0
242414,17,1,7
242415,18,2,6
242416,19,3,5
242421,15,7,1
242422,16,0,0
242423,17,1,7
242424,18,2,6
242425,19,3,5
242426,20,4,4
242431,16,0,0
242432,17,1,7
242433,18,2,6
242434,19,3,5
242435,20,4,4
242436,21,5,3
242441,17,1,7
242442,18,2,6
242443,19,3,5
242444,20,4,4
242445,21,5,3
242446,22,6,2
242451,18,2,6
242452,19,3,5
242453,20,4,4
242454,21,5,3
242455,22,6,2
242456,23,7,1
242461,19,3,5
242462,20,4,4
242463,21,5,3
242464,22,6,2
242465,23,7,1
242466,24,0,0
242511,15,7,1
242512,16,0,0
242513,17,1,7
242514,18,2,6
242515,19,3,5
242516,20,4,4
242521,16,0,0
242522,17,1,7
242523,18,2,6
242524,19,3,5
242525,20,4,4
242526,21,5,3
242531,17,1,7
242532,18,2,6
242533,19,3,5
242534,20,4,4
242535,21,5,3
242536,22,6,2
242541,18,2,6
242542,19,3,5
242543,20,4,4
242544,21,5,3
242545,22,6,2
242546,23,7,1
242551,19,3,5
242552,20,4,4
242553,21,5,3
242554,22,6,2
242555,23,7,1
242556,24,0,0
242561,20,4,4
242562,21,5,3
242563,22,6,2
242564,23,7,1
242565,24,0,0
242566,25,1,7
242611,16,0,0
242612,17,1,7
242613,18,2,6
242614,19,3,5
242615,20,4,4
242616,21,5,3
242621,17,1,7
242622,18,2,6
242623,19,3,5
242624,20,4,4
242625,21,5,3
242626,22,6,2
242631,18,2,6
242632,19,3,5
242633,20,4,4
242634,21,5,3
242635,22,6,2
242636,23,7,1
242641,19,3,5
242642,20,4,4
242643,21,5,3
242644,22,6,2
242645,23,7,1
242646,24,0,0
242651,20,4,4
242652,21,5,3
242653,22,6,2
242654,23,7,1
242655,24,0,0
242656,25,1,7
242661,21,5,3
242662,22,6,2
242663,23,7,1
242664,24,0,0
242665,25,1,7
242666,26,2,6
243111,12,4,4
243112,13,5,3
243113,14,6,2
243114,15,7,1
243115,16,0,0
243116,17,1,7
243121,13,5,3
243122,14,6,2
243123,15,7,1
243124,16,0,0
243125,17,1,7
243126,18,2,6
243131,14,6,2
243132,15,7,1
243133,16,0,0
243134,17,1,7
243135,18,2,6
243136,19,3,5
243141,15,7,1
243142,16,0,0
243143,17,1,7
243144,18,2,6
243145,19,3,5
243146,20,4,4
243151,16,0,0
243152,17,1,7
243153,18,2,6
243154,19,3,5
243155,20,4,4
243156,21,5,3
243161,17,1,7
243162,18,2,6
243163,19,3,5
243164,20,4,4
243165,21,5,3
243166,22,6,2
243211,13,5,3
243212,14,6,2
243213,15,7,1
243214,16,0,0
243215,17,1,7
243216,18,2,6
243221,14,6,2
243222,15,7,1
243223,16,0,0
243224,17,1,7
243225,18,2,6
243226,19,3,5
243231,15,7,1
243232,16,0,0
243233,17,1,7
243234,18,2,6
243235,19,3,5
243236,20,4,4
243241,16,0,0
243242,17,1,7
243243,18,2,6
243244,19,3,5
243245,20,4,4
243246,21,5,3
243251,17,1,7
243252,18,2,6
243253,19,3,5
243254,20,4,4
243255,21,5,3
243256,22,6,2
243261,18,2,6
243262,19,3,5
243263,20,4,4
243264,21,5,3
243265,22,6,2
243266,23,7,1
243311,14,6,2
243312,15,7,1
243313,16,0,0
243314,17,1,7
243315,18,2,6
243316,19,3,5
243321,15,7,1
243322,16,0,0
243323,17,1,7
243324,18,2,6
243325,19,3,5
243326,20,4,4
243331,16,0,0
243332,17,1,7
243333,18,2,6
243334,19,3,5
243335,20,4,4
243336,21,5,3
243341,17,1,7
243342,18,2,6
243343,19,3,5
243344,20,4,4
243345,21,5,3
243346,22,6,2
243351,18,2,6
243352,19,3,5
243353,20,4,4
243354,21,5,3
243355,22,6,2
243356,23,7,1
243361,19,3,5
243362,20,4,4
243363,21,5,3
243364,22,6,2
243365,23,7,1
243366,24,0,0
243411,15,7,1
243412,16,0,0
243413,17,1,7
243414,18,2,6
243415,19,3,5
243416,20,4,4
243421,16,0,0
243422,17,1,7
243423,18,2,6
243424,19,3,5
243425,20,4,4
243426,21,5,3
243431,17,1,7
243432,18,2,6
243433,19,3,5
243434,20,4,4
243435,21,5,3
243436,22,6,2
243441,18,2,6
243442,19,3,5
243443,20,4,4
243444,21,5,3
243445,22,6,2
243446,23,7,1
243451,19,3,5
243452,20,4,4
243453,21,5,3
243454,22,6,2
243455,23,7,1
243456,24,0,0
243461,20,4,4
243462,21,5,3
243463,22,6,2
243464,23,7,1
243465,24,0,0
243466,25,1,7
243511,16,0,0
243512,17,1,7
243513,18,2,6
243514,19,3,5
243515,20,4,4
243516,21,5,3
243521,17,1,7
243522,18,2,6
243523,19,3,5
243524,20,4,4
243525,21,5,3
243526,22,6,2
243531,18,2,6
243532,19,3,5
243533,20,4,4
243534,21,5,3
243535,22,6,2
243536,23,7,1
243541,19,3,5
243542,20,4,4
243543,21,5,3
243544,22,6,2
243545,23,7,1
243546,24,0,0
243551,20,4,4
243552,21,5,3
243553,22,6,2
243554,23,7,1
243555,24,0,0
243556,25,1,7
243561,21,5,3
243562,22,6,2
243563,23,7,1
243564,24,0,0
243565,25,1,7
243566,26,2,6
243611,17,1,7
243612,18,2,6
243613,19,3,5
243614,20,4,4
243615,21,5,3
243616,22,6,2
243621,18,2,6
243622,19,3,5
243623,20,4,4
243624,21,5,3
243625,22,6,2
243626,23,7,1
243631,19,3,5
243632,20,4,4
243633,21,5,3
243634,22,6,2
243635,23,7,1
243636,24,0,0
243641,20,4,4
243642,21,5,3
243643,22,6,2
243644,23,7,1
243645,24,0,0
243646,25,1,7
243651,21,5,3
243652,22,6,2
243653,23,7,1
243654,24,0,0
243655,25,1,7
243656,26,2,6
243661,22,6,2
243662,23,7,1
243663,24,0,0
243664,25,1,7
243665,26,2,6
243666,27,3,5
244111,13,5,3
244112,14,6,2
244113,15,7,1
244114,16,0,0
244115,17,1,7
244116,18,2,6
244121,14,6,2
244122,15,7,1
244123,16,0,0
244124,17,1,7
244125,18,2,6
244126,19,3,5
244131,15,7,1
244132,16,0,0
244133,17,1,7
244134,18,2,6
244135,19,3,5
244136,20,4,4
244141,16,0,0
244142,17,1,7
244143,18,2,6
244144,19,3,5
244145,20,4,4
244146,21,5,3
244151,17,1,7
244152,18,2,6
244153,19,3,5
244154,20,4,4
244155,21,5,3
244156,22,6,2
244161,18,2,6
244162,19,3,5
244163,20,4,4
244164,21,5,3
244165,22,6,2
244166,23,7,1
244211,14,6,2
244212,15,7,1
244213,16,0,0
244214,17,1,7
244215,18,2,6
244216,19,3,5
244221,15,7,1
244222,16,0,0
244223,17,1,7
244224,18,2,6
244225,19,3,5
244226,20,4,4
244231,16,0,0
244232,17,1,7
244233,18,2,6
244234,19,3,5
244235,20,4,4
244236,21,5,3
244241,17,1,7
244242,18,2,6
244243,19,3,5
244244,20,4,4
244245,21,5,3
244246,22,6,2
244251,18,2,6
244252,19,3,5
244253,20,4,4
244254,21,5,3
244255,22,6,2
244256,23,7,1
244261,19,3,5
244262,20,4,4
244263,21,5,3
244264,22,6,2
244265,23,7,1
244266,24,0,0
244311,15,7,1
244312,16,0,0
244313,17,1,7
244314,18,2,6
244315,19,3,5
244316,20,4,4
244321,16,0,0
244322,17,1,7
244323,18,2,6
244324,19,3,5
244325,20,4,4
244326,21,5,3
244331,17,1,7
244332,18,2,6
244333,19,3,5
244334,20,4,4
244335,21,5,3
244336,22,6,2
244341,18,2,6
244342,19,3,5
244343,20,4,4
244344,21,5,3
244345,22,6,2
244346,23,7,1
244351,19,3,5
244352,20,4,4
244353,21,5,3
244354,22,6,2
244355,23,7,1
244356,24,0,0
244361,20,4,4
244362,21,5,3
244363,22,6,2
244364,23,7,1
244365,24,0,0
244366,25,1,7
244411,16,0,0
244412,17,1,7
244413,18,2,6
244414,19,3,5
244415,20,4,4
244416,21,5,3
244421,17,1,7
244422,18,2,6
244423,19,3,5
244424,20,4,4
244425,21,5,3
244426,22,6,2
244431,18,2,6
244432,19,3,5
244433,20,4,4
244434,21,5,3
244435,22,6,2
244436,23,7,1
244441,19,3,5
244442,20,4,4
244443,21,5,3
244444,22,6,2
244445,23,7,1
244446,24,0,0
244451,20,4,4
244452,21,5,3
244453,22,6,2
244454,23,7,1
244455,24,0,0
244456,25,1,7
244461,21,5,3
244462,22,6,2
244463,23,7,1
244464,24,0,0
244465,25,1,7
244466,26,2,6
244511,17,1,7
244512,18,2,6
244513,19,3,5
244514,20,4,4
244515,21,5,3
244516,22,6,2
244521,18,2,6
244522,19,3,5
244523,20,4,4
244524,21,5,3
244525,22,6,2
244526,23,7,1
244531,19,3,5
244532,20,4,4
244533,21,5,3
244534,22,6,2
244535,23,7,1
244536,24,0,0
244541,20,4,4
244542,21,5,3
244543,22,6,2
244544,23,7,1
244545,24,0,0
244546,25,1,7
244551,21,5,3
244552,22,6,2
244553,23,7,1
244554,24,0,0
244555,25,1,7
244556,26,2,6
244561,22,6,2
244562,23,7,1
244563,24,0,0
244564,25,1,7
244565,26,2,6
244566,27,3,5
244611,18,2,6
244612,19,3,5
244613,20,4,4
244614,21,5,3
244615,22,6,2
244616,23,7,1
244621,19,3,5
244622,20,4,4
244623,21,5,3
244624,22,6,2
244625,23,7,1
244626,24,0,0
244631,20,4,4
244632,21,5,3
244633,22,6,2
244634,23,7,1
244635,24,0,0
244636,25,1,7
244641,21,5,3
244642,22,6,2
244643,23,7,1
244644,24,0,0
244645,25,1,7
244646,26,2,6
244651,22,6,2
244652,23,7,1
244653,24,0,0
244654,25,1,7
244655,26,2,6
244656,27,3,5
244661,23,7,1
244662,24,0,0
244663,25,1,7
244664,26,2,6
244665,27,3,5
244666,28,4,4
245111,14,6,2
245112,15,7,1
245113,16,0,0
245114,17,1,7
245115,18,2,6
245116,19,3,5
245121,15,7,1
245122,16,0,0
245123,17,1,7
245124,18,2,6
245125,19,3,5
245126,20,4,4
245131,16,0,0
245132,17,1,7
245133,18,2,6
245134,19,3,5
245135,20,4,4
245136,21,5,3
245141,17,1,7
245142,18,2,6
245143,19,3,5
245144,20,4,4
245145,21,5,3
245146,22,6,2
245151,18,2,6
245152,19,3,5
245153,20,4,4
245154,21,5,3
245155,22,6,2
245156,23,7,1
245161,19,3,5
245162,20,4,4
245163,21,5,3
245164,22,6,2
245165,23,7,1
245166,24,0,0
245211,15,7,1
245212,16,0,0
245213,17,1,7
245214,18,2,6
245215,19,3,5
245216,20,4,4
245221,16,0,0
245222,17,1,7
245223,18,2,6
245224,19,3,5
245225,20,4,4
245226,21,5,3
245231,17,1,7
245232,18,2,6
245233,19,3,5
245234,20,4,4
245235,21,5,3
245236,22,6,2
245241,18,2,6
245242,19,3,5
245243,20,4,4
245244,21,5,3
245245,22,6,2
245246,23,7,1
245251,19,3,5
245252,20,4,4
245253,21,5,3
245254,22,6,2
245255,23,7,1
245256,24,0,0
245261,20,4,4
245262,21,5,3
245263,22,6,2
245264,23,7,1
245265,24,0,0
245266,25,1,7
245311,16,0,0
245312,17,1,7
245313,18,2,6
245314,19,3,5
245315,20,4,4
245316,21,5,3
245321,17,1,7
245322,18,2,6
245323,19,3,5
245324,20,4,4
245325,21,5,3
245326,22,6,2
245331,18,2,6
245332,19,3,5
245333,20,4,4
245334,21,5,3
245335,22,6,2
245336,23,7,1
245341,19,3,5
245342,20,4,4
245343,21,5,3
245344,22,6,2
245345,23,7,1
245346,24,0,0
245351,20,4,4
245352,21,5,3
245353,22,6,2
245354,23,7,1
245355,24,0,0
245356,25,1,7
245361,21,5,3
245362,22,6,2
245363,23,7,1
245364,24,0,0
245365,25,1,7
245366,26,2,6
245411,17,1,7
245412,18,2,6
245413,19,3,5
245414,20,4,4
245415,21,5,3
245416,22,6,2
245421,18,2,6
245422,19,3,5
245423,20,4,4
245424,21,5,3
245425,22,6,2
245426,23,7,1
245431,19,3,5
245432,20,4,4
245433,21,5,3
245434,22,6,2
245435,23,7,1
245436,24,0,0
245441,20,4,4
245442,21,5,3
245443,22,6,2
245444,23,7,1
245445,24,0,0
245446,25,1,7
245451,21,5,3
245452,22,6,2
245453,23,7,1
245454,24,0,0
245455,25,1,7
245456,26,2,6
245461,22,6,2
245462,23,7,1
245463,24,0,0
245464,25,1,7
245465,26,2,6
245466,27,3,5
245511,18,2,6
245512,19,3,5
245513,20,4,4
245514,21,5,3
245515,22,6,2
245516,23,7,1
245521,19,3,5
245522,20,4,4
245523,21,5,3
245524,22,6,2
245525,23,7,1
245526,24,0,0
245531,20,4,4
245532,21,5,3
245533,22,6,2
245534,23,7,1
245535,24,0,0
245536,25,1,7
245541,21,5,3
245542,22,6,2
245543,23,7,1
245544,24,0,0
245545,25,1,7
245546,26,2,6
245551,22,6,2
245552,23,7,1
245553,24,0,0
245554,25,1,7
245555,26,2,6
245556,27,3,5
245561,23,7,1
245562,24,0,0
245563,25,1,7
245564,26,2,6
245565,27,3,5
245566,28,4,4
245611,19,3,5
245612,20,4,4
245613,21,5,3
245614,22,6,2
245615,23,7,1
245616,24,0,0
245621,20,4,4
245622,21,5,3
245623,22,6,2
245624,23,7,1
245625,24,0,0
245626,25,1,7
245631,21,5,3
245632,22,6,2
245633,23,7,1
245634,24,0,0
245635,25,1,7
245636,26,2,6
245641,22,6,2
245642,23,7,1
245643,24,0,0
245644,25,1,7
245645,26,2,6
245646,27,3,5
245651,23,7,1
245652,24,0,0
245653,25,1,7
245654,26,2,6
245655,27,3,5
245656,28,4,4
245661,24,0,0
245662,25,1,7
245663,26,2,6
245664,27,3,5
245665,28,4,4
245666,29,5,3
246111,15,7,1
246112,16,0,0
246113,17,1,7
246114,18,2,6
246115,19,3,5
246116,20,4,4
246121,16,0,0
246122,17,1,7
246123,18,2,6
246124,19,3,5
246125,20,4,4
246126,21,5,3
246131,17,1,7
246132,18,2,6
246133,19,3,5
246134,20,4,4
246135,21,5,3
246136,22,6,2
246141,18,2,6
246142,19,3,5
246143,20,4,4
246144,21,5,3
246145,22,6,2
246146,23,7,1
246151,19,3,5
246152,20,4,4
246153,21,5,3
246154,22,6,2
246155,23,7,1
246156,24,0,0
246161,20,4,4
246162,21,5,3
246163,22,6,2
246164,23,7,1
246165,24,0,0
246166,25,1,7
246211,16,0,0
246212,17,1,7
246213,18,2,6
246214,19,3,5
246215,20,4,4
246216,21,5,3
246221,17,1,7
246222,18,2,6
246223,19,3,5
246224,20,4,4
246225,21,5,3
246226,22,6,2
246231,18,2,6
246232,19,3,5
246233,20,4,4
246234,21,5,3
246235,22,6,2
246236,23,7,1
246241,19,3,5
246242,20,4,4
246243,21,5,3
246244,22,6,2
246245,23,7,1
246246,24,0,0
246251,20,4,4
246252,21,5,3
246253,22,6,2
246254,23,7,1
246255,24,0,0
246256,25,1,7
246261,21,5,3
246262,22,6,2
246263,23,7,1
246264,24,0,0
246265,25,1,7
246266,26,2,6
246311,17,1,7
246312,18,2,6
246313,19,3,5
246314,20,4,4
246315,21,5,3
246316,22,6,2
246321,18,2,6
246322,19,3,5
246323,20,4,4
246324,21,5,3
246325,22,6,2
246326,23,7,1
246331,19,3,5
246332,20,4,4
246333,21,5,3
246334,22,6,2
246335,23,7,1
246336,24,0,0
246341,20,4,4
246342,21,5,3
246343,22,6,2
246344,23,7,1
246345,24,0,0
246346,25,1,7
246351,21,5,3
246352,22,6,2
246353,23,7,1
246354,24,0,0
246355,25,1,7
246356,26,2,6
246361,22,6,2
246362,23,7,1
246363,24,0,0
246364,25,1,7
246365,26,2,6
246366,27,3,5
246411,18,2,6
246412,19,3,5
246413,20,4,4
246414,21,5,3
