Six-Digit Numbers,Sum of Digits,Sum Mod 8,(8 - x) Mod 8
524522,20,4,4
524523,21,5,3
524524,22,6,2
524525,23,7,1
524526,24,0,0
524531,20,4,4
524532,21,5,3
524533,22,6,2
524534,23,7,1
524535,24,0,0
524536,25,1,7
524541,21,5,3
524542,22,6,2
524543,23,7,1
524544,24,0,0
524545,25,1,7
524546,26,2,6
524551,22,6,2
524552,23,7,1
524553,24,0,0
524554,25,1,7
524555,26,2,6
524556,27,3,5
524561,23,7,1
524562,24,0,0
524563,25,1,7
524564,26,2,6
524565,27,3,5
524566,28,4,4
524611,19,3,5
524612,20,4,4
524613,21,5,3
524614,22,6,2
524615,23,7,1
524616,24,0,0
524621,20,4,4
524622,21,5,3
524623,22,6,2
524624,23,7,1
524625,24,0,0
524626,25,1,7
524631,21,5,3
524632,22,6,2
524633,23,7,1
524634,24,0,0
524635,25,1,7
524636,26,2,6
524641,22,6,2
524642,23,7,1
524643,24,0,0
524644,25,1,7
524645,26,2,6
524646,27,3,5
524651,23,7,1
524652,24,0,0
524653,25,1,7
524654,26,2,6
524655,27,3,5
524656,28,4,4
524661,24,0,0
524662,25,1,7
524663,26,2,6
524664,27,3,5
524665,28,4,4
524666,29,5,3
525111,15,7,1
525112,16,0,0
525113,17,1,7
525114,18,2,6
525115,19,3,5
525116,20,4,4
525121,16,0,0
525122,17,1,7
525123,18,2,6
525124,19,3,5
525125,20,4,4
525126,21,5,3
525131,17,1,7
525132,18,2,6
525133,19,3,5
525134,20,4,4
525135,21,5,3
525136,22,6,2
525141,18,2,6
525142,19,3,5
525143,20,4,4
525144,21,5,3
525145,22,6,2
525146,23,7,1
525151,19,3,5
525152,20,4,4
525153,21,5,3
525154,22,6,2
525155,23,7,1
525156,24,0,0
525161,20,4,4
525162,21,5,3
525163,22,6,2
525164,23,7,1
525165,24,0,0
525166,25,1,7
525211,16,0,0
525212,17,1,7
525213,18,2,6
525214,19,3,5
525215,20,4,4
525216,21,5,3
525221,17,1,7
525222,18,2,6
525223,19,3,5
525224,20,4,4
525225,21,5,3
525226,22,6,2
525231,18,2,6
525232,19,3,5
525233,20,4,4
525234,21,5,3
525235,22,6,2
525236,23,7,1
525241,19,3,5
525242,20,4,4
525243,21,5,3
525244,22,6,2
525245,23,7,1
525246,24,0,0
525251,20,4,4
525252,21,5,3
525253,22,6,2
525254,23,7,1
525255,24,0,0
525256,25,1,7
525261,21,5,3
525262,22,6,2
525263,23,7,1
525264,24,0,0
525265,25,1,7
525266,26,2,6
525311,17,1,7
525312,18,2,6
525313,19,3,5
525314,20,4,4
525315,21,5,3
525316,22,6,2
525321,18,2,6
525322,19,3,5
525323,20,4,4
525324,21,5,3
525325,22,6,2
525326,23,7,1
525331,19,3,5
525332,20,4,4
525333,21,5,3
525334,22,6,2
525335,23,7,1
525336,24,0,0
525341,20,4,4
525342,21,5,3
525343,22,6,2
525344,23,7,1
525345,24,0,0
525346,25,1,7
525351,21,5,3
525352,22,6,2
525353,23,7,1
525354,24,0,0
525355,25,1,7
525356,26,2,6
525361,22,6,2
525362,23,7,1
525363,24,0,0
525364,25,1,7
525365,26,2,6
525366,27,3,5
525411,18,2,6
525412,19,3,5
525413,20,4,4
525414,21,5,3
525415,22,6,2
525416,23,7,1
525421,19,3,5
525422,20,4,4
525423,21,5,3
525424,22,6,2
525425,23,7,1
525426,24,0,0
525431,20,4,4
525432,21,5,3
525433,22,6,2
525434,23,7,1
525435,24,0,0
525436,25,1,7
525441,21,5,3
525442,22,6,2
525443,23,7,1
525444,24,0,0
525445,25,1,7
525446,26,2,6
525451,22,6,2
525452,23,7,1
525453,24,0,0
525454,25,1,7
525455,26,2,6
525456,27,3,5
525461,23,7,1
525462,24,0,0
525463,25,1,7
525464,26,2,6
525465,27,3,5
525466,28,4,4
525511,19,3,5
525512,20,4,4
525513,21,5,3
525514,22,6,2
525515,23,7,1
525516,24,0,0
525521,20,4,4
525522,21,5,3
525523,22,6,2
525524,23,7,1
525525,24,0,0
525526,25,1,7
525531,21,5,3
525532,22,6,2
525533,23,7,1
525534,24,0,0
525535,25,1,7
525536,26,2,6
525541,22,6,2
525542,23,7,1
525543,24,0,0
525544,25,1,7
525545,26,2,6
525546,27,3,5
525551,23,7,1
525552,24,0,0
525553,25,1,7
525554,26,2,6
525555,27,3,5
525556,28,4,4
525561,24,0,0
525562,25,1,7
525563,26,2,6
525564,27,3,5
525565,28,4,4
525566,29,5,3
525611,20,4,4
525612,21,5,3
525613,22,6,2
525614,23,7,1
525615,24,0,0
525616,25,1,7
525621,21,5,3
525622,22,6,2
525623,23,7,1
525624,24,0,0
525625,25,1,7
525626,26,2,6
525631,22,6,2
525632,23,7,1
525633,24,0,0
525634,25,1,7
525635,26,2,6
525636,27,3,5
525641,23,7,1
525642,24,0,0
525643,25,1,7
525644,26,2,6
525645,27,3,5
525646,28,4,4
525651,24,0,0
525652,25,1,7
525653,26,2,6
525654,27,3,5
525655,28,4,4
525656,29,5,3
525661,25,1,7
525662,26,2,6
525663,27,3,5
525664,28,4,4
525665,29,5,3
525666,30,6,2
526111,16,0,0
526112,17,1,7
526113,18,2,6
526114,19,3,5
526115,20,4,4
526116,21,5,3
526121,17,1,7
526122,18,2,6
526123,19,3,5
526124,20,4,4
526125,21,5,3
526126,22,6,2
526131,18,2,6
526132,19,3,5
526133,20,4,4
526134,21,5,3
526135,22,6,2
526136,23,7,1
526141,19,3,5
526142,20,4,4
526143,21,5,3
526144,22,6,2
526145,23,7,1
526146,24,0,0
526151,20,4,4
526152,21,5,3
526153,22,6,2
526154,23,7,1
526155,24,0,0
526156,25,1,7
526161,21,5,3
526162,22,6,2
526163,23,7,1
526164,24,0,0
526165,25,1,7
526166,26,2,6
526211,17,1,7
526212,18,2,6
526213,19,3,5
526214,20,4,4
526215,21,5,3
526216,22,6,2
526221,18,2,6
526222,19,3,5
526223,20,4,4
526224,21,5,3
526225,22,6,2
526226,23,7,1
526231,19,3,5
526232,20,4,4
526233,21,5,3
526234,22,6,2
526235,23,7,1
526236,24,0,0
526241,20,4,4
526242,21,5,3
526243,22,6,2
526244,23,7,1
526245,24,0,0
526246,25,1,7
526251,21,5,3
526252,22,6,2
526253,23,7,1
526254,24,0,0
526255,25,1,7
526256,26,2,6
526261,22,6,2
526262,23,7,1
526263,24,0,0
526264,25,1,7
526265,26,2,6
526266,27,3,5
526311,18,2,6
526312,19,3,5
526313,20,4,4
526314,21,5,3
526315,22,6,2
526316,23,7,1
526321,19,3,5
526322,20,4,4
526323,21,5,3
526324,22,6,2
526325,23,7,1
526326,24,0,0
526331,20,4,4
526332,21,5,3
526333,22,6,2
526334,23,7,1
526335,24,0,0
526336,25,1,7
526341,21,5,3
526342,22,6,2
526343,23,7,1
526344,24,0,0
526345,25,1,7
526346,26,2,6
526351,22,6,2
526352,23,7,1
526353,24,0,0
526354,25,1,7
526355,26,2,6
526356,27,3,5
526361,23,7,1
526362,24,0,0
526363,25,1,7
526364,26,2,6
526365,27,3,5
526366,28,4,4
526411,19,3,5
526412,20,4,4
526413,21,5,3
526414,22,6,2
526415,23,7,1
526416,24,0,0
526421,20,4,4
526422,21,5,3
526423,22,6,2
526424,23,7,1
526425,24,0,0
526426,25,1,7
526431,21,5,3
526432,22,6,2
526433,23,7,1
526434,24,0,0
526435,25,1,7
526436,26,2,6
526441,22,6,2
526442,23,7,1
526443,24,0,0
526444,25,1,7
526445,26,2,6
526446,27,3,5
526451,23,7,1
526452,24,0,0
526453,25,1,7
526454,26,2,6
526455,27,3,5
526456,28,4,4
526461,24,0,0
526462,25,1,7
526463,26,2,6
526464,27,3,5
526465,28,4,4
526466,29,5,3
526511,20,4,4
526512,21,5,3
526513,22,6,2
526514,23,7,1
526515,24,0,0
526516,25,1,7
526521,21,5,3
526522,22,6,2
526523,23,7,1
526524,24,0,0
526525,25,1,7
526526,26,2,6
526531,22,6,2
526532,23,7,1
526533,24,0,0
526534,25,1,7
526535,26,2,6
526536,27,3,5
526541,23,7,1
526542,24,0,0
526543,25,1,7
526544,26,2,6
526545,27,3,5
526546,28,4,4
526551,24,0,0
526552,25,1,7
526553,26,2,6
526554,27,3,5
526555,28,4,4
526556,29,5,3
526561,25,1,7
526562,26,2,6
526563,27,3,5
526564,28,4,4
526565,29,5,3
526566,30,6,2
526611,21,5,3
526612,22,6,2
526613,23,7,1
526614,24,0,0
526615,25,1,7
526616,26,2,6
526621,22,6,2
526622,23,7,1
526623,24,0,0
526624,25,1,7
526625,26,2,6
526626,27,3,5
526631,23,7,1
526632,24,0,0
526633,25,1,7
526634,26,2,6
526635,27,3,5
526636,28,4,4
526641,24,0,0
526642,25,1,7
526643,26,2,6
526644,27,3,5
526645,28,4,4
526646,29,5,3
526651,25,1,7
526652,26,2,6
526653,27,3,5
526654,28,4,4
526655,29,5,3
526656,30,6,2
526661,26,2,6
526662,27,3,5
526663,28,4,4
526664,29,5,3
526665,30,6,2
526666,31,7,1
531111,12,4,4
531112,13,5,3
531113,14,6,2
531114,15,7,1
531115,16,0,0
531116,17,1,7
531121,13,5,3
531122,14,6,2
531123,15,7,1
531124,16,0,0
531125,17,1,7
531126,18,2,6
531131,14,6,2
531132,15,7,1
531133,16,0,0
531134,17,1,7
531135,18,2,6
531136,19,3,5
531141,15,7,1
531142,16,0,0
531143,17,1,7
531144,18,2,6
531145,19,3,5
531146,20,4,4
531151,16,0,0
531152,17,1,7
531153,18,2,6
531154,19,3,5
531155,20,4,4
531156,21,5,3
531161,17,1,7
531162,18,2,6
531163,19,3,5
531164,20,4,4
531165,21,5,3
531166,22,6,2
531211,13,5,3
531212,14,6,2
531213,15,7,1
531214,16,0,0
531215,17,1,7
531216,18,2,6
531221,14,6,2
531222,15,7,1
531223,16,0,0
531224,17,1,7
531225,18,2,6
531226,19,3,5
531231,15,7,1
531232,16,0,0
531233,17,1,7
531234,18,2,6
531235,19,3,5
531236,20,4,4
531241,16,0,0
531242,17,1,7
531243,18,2,6
531244,19,3,5
531245,20,4,4
531246,21,5,3
531251,17,1,7
531252,18,2,6
531253,19,3,5
531254,20,4,4
531255,21,5,3
531256,22,6,2
531261,18,2,6
531262,19,3,5
531263,20,4,4
531264,21,5,3
531265,22,6,2
531266,23,7,1
531311,14,6,2
531312,15,7,1
531313,16,0,0
531314,17,1,7
531315,18,2,6
531316,19,3,5
531321,15,7,1
531322,16,0,0
531323,17,1,7
531324,18,2,6
531325,19,3,5
531326,20,4,4
531331,16,0,0
531332,17,1,7
531333,18,2,6
531334,19,3,5
531335,20,4,4
531336,21,5,3
531341,17,1,7
531342,18,2,6
531343,19,3,5
531344,20,4,4
531345,21,5,3
531346,22,6,2
531351,18,2,6
531352,19,3,5
531353,20,4,4
531354,21,5,3
531355,22,6,2
531356,23,7,1
531361,19,3,5
531362,20,4,4
531363,21,5,3
531364,22,6,2
531365,23,7,1
531366,24,0,0
531411,15,7,1
531412,16,0,0
531413,17,1,7
531414,18,2,6
531415,19,3,5
531416,20,4,4
531421,16,0,0
531422,17,1,7
531423,18,2,6
531424,19,3,5
531425,20,4,4
531426,21,5,3
531431,17,1,7
531432,18,2,6
531433,19,3,5
531434,20,4,4
531435,21,5,3
531436,22,6,2
531441,18,2,6
531442,19,3,5
531443,20,4,4
531444,21,5,3
531445,22,6,2
531446,23,7,1
531451,19,3,5
531452,20,4,4
531453,21,5,3
531454,22,6,2
531455,23,7,1
531456,24,0,0
531461,20,4,4
531462,21,5,3
531463,22,6,2
531464,23,7,1
531465,24,0,0
531466,25,1,7
531511,16,0,0
531512,17,1,7
531513,18,2,6
531514,19,3,5
531515,20,4,4
531516,21,5,3
531521,17,1,7
531522,18,2,6
531523,19,3,5
531524,20,4,4
531525,21,5,3
531526,22,6,2
531531,18,2,6
531532,19,3,5
531533,20,4,4
531534,21,5,3
531535,22,6,2
531536,23,7,1
531541,19,3,5
531542,20,4,4
531543,21,5,3
531544,22,6,2
531545,23,7,1
531546,24,0,0
531551,20,4,4
531552,21,5,3
531553,22,6,2
531554,23,7,1
531555,24,0,0
531556,25,1,7
531561,21,5,3
531562,22,6,2
531563,23,7,1
531564,24,0,0
531565,25,1,7
531566,26,2,6
531611,17,1,7
531612,18,2,6
531613,19,3,5
531614,20,4,4
531615,21,5,3
531616,22,6,2
531621,18,2,6
531622,19,3,5
531623,20,4,4
531624,21,5,3
531625,22,6,2
531626,23,7,1
531631,19,3,5
531632,20,4,4
531633,21,5,3
531634,22,6,2
531635,23,7,1
531636,24,0,0
531641,20,4,4
531642,21,5,3
531643,22,6,2
531644,23,7,1
531645,24,0,0
531646,25,1,7
531651,21,5,3
531652,22,6,2
531653,23,7,1
531654,24,0,0
531655,25,1,7
531656,26,2,6
531661,22,6,2
531662,23,7,1
531663,24,0,0
531664,25,1,7
531665,26,2,6
531666,27,3,5
532111,13,5,3
532112,14,6,2
532113,15,7,1
532114,16,0,0
532115,17,1,7
532116,18,2,6
532121,14,6,2
532122,15,7,1
532123,16,0,0
532124,17,1,7
532125,18,2,6
532126,19,3,5
532131,15,7,1
532132,16,0,0
532133,17,1,7
532134,18,2,6
532135,19,3,5
532136,20,4,4
532141,16,0,0
532142,17,1,7
532143,18,2,6
532144,19,3,5
532145,20,4,4
532146,21,5,3
532151,17,1,7
532152,18,2,6
532153,19,3,5
532154,20,4,4
532155,21,5,3
532156,22,6,2
532161,18,2,6
532162,19,3,5
532163,20,4,4
532164,21,5,3
532165,22,6,2
532166,23,7,1
532211,14,6,2
532212,15,7,1
532213,16,0,0
532214,17,1,7
532215,18,2,6
532216,19,3,5
532221,15,7,1
532222,16,0,0
532223,17,1,7
532224,18,2,6
532225,19,3,5
532226,20,4,4
532231,16,0,0
532232,17,1,7
532233,18,2,6
532234,19,3,5
532235,20,4,4
532236,21,5,3
532241,17,1,7
532242,18,2,6
532243,19,3,5
532244,20,4,4
532245,21,5,3
532246,22,6,2
532251,18,2,6
532252,19,3,5
532253,20,4,4
532254,21,5,3
532255,22,6,2
532256,23,7,1
532261,19,3,5
532262,20,4,4
532263,21,5,3
532264,22,6,2
532265,23,7,1
532266,24,0,0
532311,15,7,1
532312,16,0,0
532313,17,1,7
532314,18,2,6
532315,19,3,5
532316,20,4,4
532321,16,0,0
532322,17,1,7
532323,18,2,6
532324,19,3,5
532325,20,4,4
532326,21,5,3
532331,17,1,7
532332,18,2,6
532333,19,3,5
532334,20,4,4
532335,21,5,3
532336,22,6,2
532341,18,2,6
532342,19,3,5
532343,20,4,4
532344,21,5,3
532345,22,6,2
532346,23,7,1
532351,19,3,5
532352,20,4,4
532353,21,5,3
532354,22,6,2
532355,23,7,1
532356,24,0,0
532361,20,4,4
532362,21,5,3
532363,22,6,2
532364,23,7,1
532365,24,0,0
532366,25,1,7
532411,16,0,0
532412,17,1,7
532413,18,2,6
532414,19,3,5
532415,20,4,4
532416,21,5,3
532421,17,1,7
532422,18,2,6
532423,19,3,5
532424,20,4,4
532425,21,5,3
532426,22,6,2
532431,18,2,6
532432,19,3,5
532433,20,4,4
532434,21,5,3
532435,22,6,2
532436,23,7,1
532441,19,3,5
532442,20,4,4
532443,21,5,3
532444,22,6,2
532445,23,7,1
532446,24,0,0
532451,20,4,4
532452,21,5,3
532453,22,6,2
532454,23,7,1
532455,24,0,0
532456,25,1,7
532461,21,5,3
532462,22,6,2
532463,23,7,1
532464,24,0,0
532465,25,1,7
532466,26,2,6
532511,17,1,7
532512,18,2,6
532513,19,3,5
532514,20,4,4
532515,21,5,3
532516,22,6,2
532521,18,2,6
532522,19,3,5
532523,20,4,4
532524,21,5,3
532525,22,6,2
532526,23,7,1
532531,19,3,5
532532,20,4,4
532533,21,5,3
532534,22,6,2
532535,23,7,1
532536,24,0,0
532541,20,4,4
532542,21,5,3
532543,22,6,2
532544,23,7,1
532545,24,0,0
532546,25,1,7
532551,21,5,3
532552,22,6,2
532553,23,7,1
532554,24,0,0
532555,25,1,7
532556,26,2,6
532561,22,6,2
532562,23,7,1
532563,24,0,0
532564,25,1,7
532565,26,2,6
532566,27,3,5
532611,18,2,6
532612,19,3,5
532613,20,4,4
532614,21,5,3
532615,22,6,2
532616,23,7,1
532621,19,3,5
532622,20,4,4
532623,21,5,3
532624,22,6,2
532625,23,7,1
532626,24,0,0
532631,20,4,4
532632,21,5,3
532633,22,6,2
532634,23,7,1
532635,24,0,0
532636,25,1,7
532641,21,5,3
532642,22,6,2
532643,23,7,1
532644,24,0,0
532645,25,1,7
532646,26,2,6
532651,22,6,2
532652,23,7,1
532653,24,0,0
532654,25,1,7
532655,26,2,6
532656,27,3,5
532661,23,7,1
532662,24,0,0
532663,25,1,7
532664,26,2,6
532665,27,3,5
532666,28,4,4
533111,14,6,2
533112,15,7,1
533113,16,0,0
533114,17,1,7
533115,18,2,6
533116,19,3,5
533121,15,7,1
533122,16,0,0
533123,17,1,7
533124,18,2,6
533125,19,3,5
533126,20,4,4
533131,16,0,0
533132,17,1,7
533133,18,2,6
533134,19,3,5
533135,20,4,4
533136,21,5,3
533141,17,1,7
533142,18,2,6
533143,19,3,5
533144,20,4,4
533145,21,5,3
533146,22,6,2
533151,18,2,6
533152,19,3,5
533153,20,4,4
533154,21,5,3
533155,22,6,2
533156,23,7,1
533161,19,3,5
533162,20,4,4
533163,21,5,3
533164,22,6,2
533165,23,7,1
533166,24,0,0
533211,15,7,1
533212,16,0,0
533213,17,1,7
533214,18,2,6
533215,19,3,5
533216,20,4,4
533221,16,0,0
533222,17,1,7
533223,18,2,6
533224,19,3,5
533225,20,4,4
533226,21,5,3
533231,17,1,7
533232,18,2,6
533233,19,3,5
533234,20,4,4
533235,21,5,3
533236,22,6,2
533241,18,2,6
533242,19,3,5
533243,20,4,4
533244,21,5,3
533245,22,6,2
533246,23,7,1
533251,19,3,5
533252,20,4,4
533253,21,5,3
533254,22,6,2
533255,23,7,1
533256,24,0,0
533261,20,4,4
533262,21,5,3
533263,22,6,2
533264,23,7,1
533265,24,0,0
533266,25,1,7
533311,16,0,0
533312,17,1,7
533313,18,2,6
533314,19,3,5
533315,20,4,4
533316,21,5,3
533321,17,1,7
533322,18,2,6
533323,19,3,5
533324,20,4,4
533325,21,5,3
533326,22,6,2
533331,18,2,6
533332,19,3,5
533333,20,4,4
533334,21,5,3
533335,22,6,2
533336,23,7,1
533341,19,3,5
533342,20,4,4
533343,21,5,3
533344,22,6,2
533345,23,7,1
533346,24,0,0
533351,20,4,4
533352,21,5,3
533353,22,6,2
533354,23,7,1
533355,24,0,0
533356,25,1,7
533361,21,5,3
533362,22,6,2
533363,23,7,1
533364,24,0,0
533365,25,1,7
533366,26,2,6
533411,17,1,7
533412,18,2,6
533413,19,3,5
533414,20,4,4
533415,21,5,3
533416,22,6,2
533421,18,2,6
533422,19,3,5
533423,20,4,4
533424,21,5,3
533425,22,6,2
533426,23,7,1
533431,19,3,5
533432,20,4,4
533433,21,5,3
533434,22,6,2
533435,23,7,1
533436,24,0,0
533441,20,4,4
533442,21,5,3
533443,22,6,2
533444,23,7,1
533445,24,0,0
533446,25,1,7
533451,21,5,3
533452,22,6,2
533453,23,7,1
533454,24,0,0
533455,25,1,7
533456,26,2,6
533461,22,6,2
533462,23,7,1
533463,24,0,0
533464,25,1,7
533465,26,2,6
533466,27,3,5
533511,18,2,6
533512,19,3,5
533513,20,4,4
533514,21,5,3
533515,22,6,2
533516,23,7,1
533521,19,3,5
533522,20,4,4
533523,21,5,3
533524,22,6,2
533525,23,7,1
533526,24,0,0
533531,20,4,4
533532,21,5,3
533533,22,6,2
533534,23,7,1
533535,24,0,0
533536,25,1,7
533541,21,5,3
533542,22,6,2
533543,23,7,1
533544,24,0,0
533545,25,1,7
533546,26,2,6
533551,22,6,2
533552,23,7,1
533553,24,0,0
533554,25,1,7
533555,26,2,6
533556,27,3,5
533561,23,7,1
533562,24,0,0
533563,25,1,7
533564,26,2,6
533565,27,3,5
533566,28,4,4
533611,19,3,5
533612,20,4,4
533613,21,5,3
533614,22,6,2
533615,23,7,1
533616,24,0,0
533621,20,4,4
533622,21,5,3
533623,22,6,2
533624,23,7,1
533625,24,0,0
533626,25,1,7
533631,21,5,3
533632,22,6,2
533633,23,7,1
533634,24,0,0
533635,25,1,7
533636,26,2,6
533641,22,6,2
533642,23,7,1
533643,24,0,0
533644,25,1,7
533645,26,2,6
533646,27,3,5
533651,23,7,1
533652,24,0,0
533653,25,1,7
533654,26,2,6
533655,27,3,5
533656,28,4,4
533661,24,0,0
533662,25,1,7
533663,26,2,6
533664,27,3,5
533665,28,4,4
533666,29,5,3
534111,15,7,1
534112,16,0,0
534113,17,1,7
534114,18,2,6
534115,19,3,5
534116,20,4,4
534121,16,0,0
534122,17,1,7
534123,18,2,6
534124,19,3,5
534125,20,4,4
534126,21,5,3
534131,17,1,7
534132,18,2,6
534133,19,3,5
534134,20,4,4
534135,21,5,3
534136,22,6,2
534141,18,2,6
534142,19,3,5
534143,20,4,4
534144,21,5,3
534145,22,6,2
534146,23,7,1
534151,19,3,5
534152,20,4,4
534153,21,5,3
534154,22,6,2
534155,23,7,1
534156,24,0,0
534161,20,4,4
534162,21,5,3
534163,22,6,2
534164,23,7,1
534165,24,0,0
534166,25,1,7
534211,16,0,0
534212,17,1,7
534213,18,2,6
534214,19,3,5
534215,20,4,4
534216,21,5,3
534221,17,1,7
534222,18,2,6
534223,19,3,5
534224,20,4,4
534225,21,5,3
534226,22,6,2
534231,18,2,6
534232,19,3,5
534233,20,4,4
534234,21,5,3
534235,22,6,2
534236,23,7,1
534241,19,3,5
534242,20,4,4
534243,21,5,3
534244,22,6,2
534245,23,7,1
534246,24,0,0
534251,20,4,4
534252,21,5,3
534253,22,6,2
534254,23,7,1
534255,24,0,0
534256,25,1,7
534261,21,5,3
534262,22,6,2
534263,23,7,1
534264,24,0,0
534265,25,1,7
534266,26,2,6
534311,17,1,7
534312,18,2,6
534313,19,3,5
534314,20,4,4
534315,21,5,3
534316,22,6,2
534321,18,2,6
534322,19,3,5
534323,20,4,4
534324,21,5,3
534325,22,6,2
534326,23,7,1
534331,19,3,5
534332,20,4,4
534333,21,5,3
534334,22,6,2
534335,23,7,1
534336,24,0,0
534341,20,4,4
534342,21,5,3
534343,22,6,2
534344,23,7,1
534345,24,0,0
534346,25,1,7
534351,21,5,3
534352,22,6,2
534353,23,7,1
534354,24,0,0
534355,25,1,7
534356,26,2,6
534361,22,6,2
534362,23,7,1
534363,24,0,0
534364,25,1,7
534365,26,2,6
534366,27,3,5
534411,18,2,6
534412,19,3,5
534413,20,4,4
534414,21,5,3
534415,22,6,2
534416,23,7,1
534421,19,3,5
534422,20,4,4
534423,21,5,3
534424,22,6,2
534425,23,7,1
534426,24,0,0
534431,20,4,4
534432,21,5,3
534433,22,6,2
534434,23,7,1
534435,24,0,0
534436,25,1,7
534441,21,5,3
534442,22,6,2
534443,23,7,1
534444,24,0,0
534445,25,1,7
534446,26,2,6
534451,22,6,2
534452,23,7,1
534453,24,0,0
534454,25,1,7
534455,26,2,6
534456,27,3,5
534461,23,7,1
534462,24,0,0
534463,25,1,7
534464,26,2,6
534465,27,3,5
534466,28,4,4
534511,19,3,5
534512,20,4,4
534513,21,5,3
534514,22,6,2
534515,23,7,1
534516,24,0,0
534521,20,4,4
534522,21,5,3
534523,22,6,2
534524,23,7,1
534525,24,0,0
534526,25,1,7
534531,21,5,3
534532,22,6,2
534533,23,7,1
534534,24,0,0
534535,25,1,7
534536,26,2,6
534541,22,6,2
534542,23,7,1
534543,24,0,0
534544,25,1,7
534545,26,2,6
534546,27,3,5
534551,23,7,1
534552,24,0,0
534553,25,1,7
534554,26,2,6
534555,27,3,5
534556,28,4,4
534561,24,0,0
534562,25,1,7
534563,26,2,6
534564,27,3,5
534565,28,4,4
534566,29,5,3
534611,20,4,4
534612,21,5,3
534613,22,6,2
534614,23,7,1
534615,24,0,0
534616,25,1,7
534621,21,5,3
534622,22,6,2
534623,23,7,1
534624,24,0,0
534625,25,1,7
534626,26,2,6
534631,22,6,2
534632,23,7,1
534633,24,0,0
534634,25,1,7
534635,26,2,6
534636,27,3,5
534641,23,7,1
534642,24,0,0
534643,25,1,7
534644,26,2,6
534645,27,3,5
534646,28,4,4
534651,24,0,0
534652,25,1,7
534653,26,2,6
534654,27,3,5
534655,28,4,4
534656,29,5,3
534661,25,1,7
534662,26,2,6
534663,27,3,5
534664,28,4,4
534665,29,5,3
534666,30,6,2
535111,16,0,0
535112,17,1,7
535113,18,2,6
535114,19,3,5
535115,20,4,4
535116,21,5,3
535121,17,1,7
535122,18,2,6
535123,19,3,5
535124,20,4,4
535125,21,5,3
535126,22,6,2
535131,18,2,6
535132,19,3,5
535133,20,4,4
535134,21,5,3
535135,22,6,2
535136,23,7,1
535141,19,3,5
535142,20,4,4
535143,21,5,3
535144,22,6,2
535145,23,7,1
535146,24,0,0
535151,20,4,4
535152,21,5,3
535153,22,6,2
535154,23,7,1
535155,24,0,0
535156,25,1,7
535161,21,5,3
535162,22,6,2
535163,23,7,1
535164,24,0,0
535165,25,1,7
535166,26,2,6
535211,17,1,7
535212,18,2,6
535213,19,3,5
535214,20,4,4
535215,21,5,3
535216,22,6,2
535221,18,2,6
535222,19,3,5
535223,20,4,4
535224,21,5,3
535225,22,6,2
535226,23,7,1
535231,19,3,5
535232,20,4,4
535233,21,5,3
535234,22,6,2
535235,23,7,1
535236,24,0,0
535241,20,4,4
535242,21,5,3
535243,22,6,2
535244,23,7,1
535245,24,0,0
535246,25,1,7
535251,21,5,3
535252,22,6,2
535253,23,7,1
535254,24,0,0
535255,25,1,7
535256,26,2,6
535261,22,6,2
535262,23,7,1
535263,24,0,0
535264,25,1,7
535265,26,2,6
535266,27,3,5
535311,18,2,6
535312,19,3,5
535313,20,4,4
535314,21,5,3
535315,22,6,2
535316,23,7,1
535321,19,3,5
535322,20,4,4
535323,21,5,3
535324,22,6,2
535325,23,7,1
535326,24,0,0
535331,20,4,4
535332,21,5,3
535333,22,6,2
535334,23,7,1
535335,24,0,0
535336,25,1,7
535341,21,5,3
535342,22,6,2
535343,23,7,1
535344,24,0,0
535345,25,1,7
535346,26,2,6
535351,22,6,2
535352,23,7,1
535353,24,0,0
535354,25,1,7
535355,26,2,6
535356,27,3,5
535361,23,7,1
535362,24,0,0
535363,25,1,7
535364,26,2,6
535365,27,3,5
535366,28,4,4
535411,19,3,5
535412,20,4,4
535413,21,5,3
535414,22,6,2
535415,23,7,1
535416,24,0,0
535421,20,4,4
535422,21,5,3
535423,22,6,2
535424,23,7,1
535425,24,0,0
535426,25,1,7
535431,21,5,3
535432,22,6,2
535433,23,7,1
535434,24,0,0
535435,25,1,7
535436,26,2,6
535441,22,6,2
535442,23,7,1
535443,24,0,0
535444,25,1,7
535445,26,2,6
535446,27,3,5
535451,23,7,1
535452,24,0,0
535453,25,1,7
535454,26,2,6
535455,27,3,5
535456,28,4,4
535461,24,0,0
535462,25,1,7
535463,26,2,6
535464,27,3,5
535465,28,4,4
535466,29,5,3
535511,20,4,4
535512,21,5,3
535513,22,6,2
535514,23,7,1
535515,24,0,0
535516,25,1,7
535521,21,5,3
535522,22,6,2
535523,23,7,1
535524,24,0,0
535525,25,1,7
535526,26,2,6
535531,22,6,2
535532,23,7,1
535533,24,0,0
535534,25,1,7
535535,26,2,6
535536,27,3,5
535541,23,7,1
535542,24,0,0
535543,25,1,7
535544,26,2,6
535545,27,3,5
535546,28,4,4
535551,24,0,0
535552,25,1,7
535553,26,2,6
535554,27,3,5
535555,28,4,4
535556,29,5,3
535561,25,1,7
535562,26,2,6
535563,27,3,5
535564,28,4,4
535565,29,5,3
535566,30,6,2
535611,21,5,3
535612,22,6,2
535613,23,7,1
535614,24,0,0
535615,25,1,7
535616,26,2,6
535621,22,6,2
535622,23,7,1
535623,24,0,0
535624,25,1,7
