Five-Digit Numbers,Sum of Digits,Sum Mod 8,(8 - x) Mod 8
55425,21,5,3
55426,22,6,2
55431,18,2,6
55432,19,3,5
55433,20,4,4
55434,21,5,3
55435,22,6,2
55436,23,7,1
55441,19,3,5
55442,20,4,4
55443,21,5,3
55444,22,6,2
55445,23,7,1
55446,24,0,0
55451,20,4,4
55452,21,5,3
55453,22,6,2
55454,23,7,1
55455,24,0,0
55456,25,1,7
55461,21,5,3
55462,22,6,2
55463,23,7,1
55464,24,0,0
55465,25,1,7
55466,26,2,6
55511,17,1,7
55512,18,2,6
55513,19,3,5
55514,20,4,4
55515,21,5,3
55516,22,6,2
55521,18,2,6
55522,19,3,5
55523,20,4,4
55524,21,5,3
55525,22,6,2
55526,23,7,1
55531,19,3,5
55532,20,4,4
55533,21,5,3
55534,22,6,2
55535,23,7,1
55536,24,0,0
55541,20,4,4
55542,21,5,3
55543,22,6,2
55544,23,7,1
55545,24,0,0
55546,25,1,7
55551,21,5,3
55552,22,6,2
55553,23,7,1
55554,24,0,0
55555,25,1,7
55556,26,2,6
55561,22,6,2
55562,23,7,1
55563,24,0,0
55564,25,1,7
55565,26,2,6
55566,27,3,5
55611,18,2,6
55612,19,3,5
55613,20,4,4
55614,21,5,3
55615,22,6,2
55616,23,7,1
55621,19,3,5
55622,20,4,4
55623,21,5,3
55624,22,6,2
55625,23,7,1
55626,24,0,0
55631,20,4,4
55632,21,5,3
55633,22,6,2
55634,23,7,1
55635,24,0,0
55636,25,1,7
55641,21,5,3
55642,22,6,2
55643,23,7,1
55644,24,0,0
55645,25,1,7
55646,26,2,6
55651,22,6,2
55652,23,7,1
55653,24,0,0
55654,25,1,7
55655,26,2,6
55656,27,3,5
55661,23,7,1
55662,24,0,0
55663,25,1,7
55664,26,2,6
55665,27,3,5
55666,28,4,4
56111,14,6,2
56112,15,7,1
56113,16,0,0
56114,17,1,7
56115,18,2,6
56116,19,3,5
56121,15,7,1
56122,16,0,0
56123,17,1,7
56124,18,2,6
56125,19,3,5
56126,20,4,4
56131,16,0,0
56132,17,1,7
56133,18,2,6
56134,19,3,5
56135,20,4,4
56136,21,5,3
56141,17,1,7
56142,18,2,6
56143,19,3,5
56144,20,4,4
56145,21,5,3
56146,22,6,2
56151,18,2,6
56152,19,3,5
56153,20,4,4
56154,21,5,3
56155,22,6,2
56156,23,7,1
56161,19,3,5
56162,20,4,4
56163,21,5,3
56164,22,6,2
56165,23,7,1
56166,24,0,0
56211,15,7,1
56212,16,0,0
56213,17,1,7
56214,18,2,6
56215,19,3,5
56216,20,4,4
56221,16,0,0
56222,17,1,7
56223,18,2,6
56224,19,3,5
56225,20,4,4
56226,21,5,3
56231,17,1,7
56232,18,2,6
56233,19,3,5
56234,20,4,4
56235,21,5,3
56236,22,6,2
56241,18,2,6
56242,19,3,5
56243,20,4,4
56244,21,5,3
56245,22,6,2
56246,23,7,1
56251,19,3,5
56252,20,4,4
56253,21,5,3
56254,22,6,2
56255,23,7,1
56256,24,0,0
56261,20,4,4
56262,21,5,3
56263,22,6,2
56264,23,7,1
56265,24,0,0
56266,25,1,7
56311,16,0,0
56312,17,1,7
56313,18,2,6
56314,19,3,5
56315,20,4,4
56316,21,5,3
56321,17,1,7
56322,18,2,6
56323,19,3,5
56324,20,4,4
56325,21,5,3
56326,22,6,2
56331,18,2,6
56332,19,3,5
56333,20,4,4
56334,21,5,3
56335,22,6,2
56336,23,7,1
56341,19,3,5
56342,20,4,4
56343,21,5,3
56344,22,6,2
56345,23,7,1
56346,24,0,0
56351,20,4,4
56352,21,5,3
56353,22,6,2
56354,23,7,1
56355,24,0,0
56356,25,1,7
56361,21,5,3
56362,22,6,2
56363,23,7,1
56364,24,0,0
56365,25,1,7
56366,26,2,6
56411,17,1,7
56412,18,2,6
56413,19,3,5
56414,20,4,4
56415,21,5,3
56416,22,6,2
56421,18,2,6
56422,19,3,5
56423,20,4,4
56424,21,5,3
56425,22,6,2
56426,23,7,1
56431,19,3,5
56432,20,4,4
56433,21,5,3
56434,22,6,2
56435,23,7,1
56436,24,0,0
56441,20,4,4
56442,21,5,3
56443,22,6,2
56444,23,7,1
56445,24,0,0
56446,25,1,7
56451,21,5,3
56452,22,6,2
56453,23,7,1
56454,24,0,0
56455,25,1,7
56456,26,2,6
56461,22,6,2
56462,23,7,1
56463,24,0,0
56464,25,1,7
56465,26,2,6
56466,27,3,5
56511,18,2,6
56512,19,3,5
56513,20,4,4
56514,21,5,3
56515,22,6,2
56516,23,7,1
56521,19,3,5
56522,20,4,4
56523,21,5,3
56524,22,6,2
56525,23,7,1
56526,24,0,0
56531,20,4,4
56532,21,5,3
56533,22,6,2
56534,23,7,1
56535,24,0,0
56536,25,1,7
56541,21,5,3
56542,22,6,2
56543,23,7,1
56544,24,0,0
56545,25,1,7
56546,26,2,6
56551,22,6,2
56552,23,7,1
56553,24,0,0
56554,25,1,7
56555,26,2,6
56556,27,3,5
56561,23,7,1
56562,24,0,0
56563,25,1,7
56564,26,2,6
56565,27,3,5
56566,28,4,4
56611,19,3,5
56612,20,4,4
56613,21,5,3
56614,22,6,2
56615,23,7,1
56616,24,0,0
56621,20,4,4
56622,21,5,3
56623,22,6,2
56624,23,7,1
56625,24,0,0
56626,25,1,7
56631,21,5,3
56632,22,6,2
56633,23,7,1
56634,24,0,0
56635,25,1,7
56636,26,2,6
56641,22,6,2
56642,23,7,1
56643,24,0,0
56644,25,1,7
56645,26,2,6
56646,27,3,5
56651,23,7,1
56652,24,0,0
56653,25,1,7
56654,26,2,6
56655,27,3,5
56656,28,4,4
56661,24,0,0
56662,25,1,7
56663,26,2,6
56664,27,3,5
56665,28,4,4
56666,29,5,3
61111,10,2,6
61112,11,3,5
61113,12,4,4
61114,13,5,3
61115,14,6,2
61116,15,7,1
61121,11,3,5
61122,12,4,4
61123,13,5,3
61124,14,6,2
61125,15,7,1
61126,16,0,0
61131,12,4,4
61132,13,5,3
61133,14,6,2
61134,15,7,1
61135,16,0,0
61136,17,1,7
61141,13,5,3
61142,14,6,2
61143,15,7,1
61144,16,0,0
61145,17,1,7
61146,18,2,6
61151,14,6,2
61152,15,7,1
61153,16,0,0
61154,17,1,7
61155,18,2,6
61156,19,3,5
61161,15,7,1
61162,16,0,0
61163,17,1,7
61164,18,2,6
61165,19,3,5
61166,20,4,4
61211,11,3,5
61212,12,4,4
61213,13,5,3
61214,14,6,2
61215,15,7,1
61216,16,0,0
61221,12,4,4
61222,13,5,3
61223,14,6,2
61224,15,7,1
61225,16,0,0
61226,17,1,7
61231,13,5,3
61232,14,6,2
61233,15,7,1
61234,16,0,0
61235,17,1,7
61236,18,2,6
61241,14,6,2
61242,15,7,1
61243,16,0,0
61244,17,1,7
61245,18,2,6
61246,19,3,5
61251,15,7,1
61252,16,0,0
61253,17,1,7
61254,18,2,6
61255,19,3,5
61256,20,4,4
61261,16,0,0
61262,17,1,7
61263,18,2,6
61264,19,3,5
61265,20,4,4
61266,21,5,3
61311,12,4,4
61312,13,5,3
61313,14,6,2
61314,15,7,1
61315,16,0,0
61316,17,1,7
61321,13,5,3
61322,14,6,2
61323,15,7,1
61324,16,0,0
61325,17,1,7
61326,18,2,6
61331,14,6,2
61332,15,7,1
61333,16,0,0
61334,17,1,7
61335,18,2,6
61336,19,3,5
61341,15,7,1
61342,16,0,0
61343,17,1,7
61344,18,2,6
61345,19,3,5
61346,20,4,4
61351,16,0,0
61352,17,1,7
61353,18,2,6
61354,19,3,5
61355,20,4,4
61356,21,5,3
61361,17,1,7
61362,18,2,6
61363,19,3,5
61364,20,4,4
61365,21,5,3
61366,22,6,2
61411,13,5,3
61412,14,6,2
61413,15,7,1
61414,16,0,0
61415,17,1,7
61416,18,2,6
61421,14,6,2
61422,15,7,1
61423,16,0,0
61424,17,1,7
61425,18,2,6
61426,19,3,5
61431,15,7,1
61432,16,0,0
61433,17,1,7
61434,18,2,6
61435,19,3,5
61436,20,4,4
61441,16,0,0
61442,17,1,7
61443,18,2,6
61444,19,3,5
61445,20,4,4
61446,21,5,3
61451,17,1,7
61452,18,2,6
61453,19,3,5
61454,20,4,4
61455,21,5,3
61456,22,6,2
61461,18,2,6
61462,19,3,5
61463,20,4,4
61464,21,5,3
61465,22,6,2
61466,23,7,1
61511,14,6,2
61512,15,7,1
61513,16,0,0
61514,17,1,7
61515,18,2,6
61516,19,3,5
61521,15,7,1
61522,16,0,0
61523,17,1,7
61524,18,2,6
61525,19,3,5
61526,20,4,4
61531,16,0,0
61532,17,1,7
61533,18,2,6
61534,19,3,5
61535,20,4,4
61536,21,5,3
61541,17,1,7
61542,18,2,6
61543,19,3,5
61544,20,4,4
61545,21,5,3
61546,22,6,2
61551,18,2,6
61552,19,3,5
61553,20,4,4
61554,21,5,3
61555,22,6,2
61556,23,7,1
61561,19,3,5
61562,20,4,4
61563,21,5,3
61564,22,6,2
61565,23,7,1
61566,24,0,0
61611,15,7,1
61612,16,0,0
61613,17,1,7
61614,18,2,6
61615,19,3,5
61616,20,4,4
61621,16,0,0
61622,17,1,7
61623,18,2,6
61624,19,3,5
61625,20,4,4
61626,21,5,3
61631,17,1,7
61632,18,2,6
61633,19,3,5
61634,20,4,4
61635,21,5,3
61636,22,6,2
61641,18,2,6
61642,19,3,5
61643,20,4,4
61644,21,5,3
61645,22,6,2
61646,23,7,1
61651,19,3,5
61652,20,4,4
61653,21,5,3
61654,22,6,2
61655,23,7,1
61656,24,0,0
61661,20,4,4
61662,21,5,3
61663,22,6,2
61664,23,7,1
61665,24,0,0
61666,25,1,7
62111,11,3,5
62112,12,4,4
62113,13,5,3
62114,14,6,2
62115,15,7,1
62116,16,0,0
62121,12,4,4
62122,13,5,3
62123,14,6,2
62124,15,7,1
62125,16,0,0
62126,17,1,7
62131,13,5,3
62132,14,6,2
62133,15,7,1
62134,16,0,0
62135,17,1,7
62136,18,2,6
62141,14,6,2
62142,15,7,1
62143,16,0,0
62144,17,1,7
62145,18,2,6
62146,19,3,5
62151,15,7,1
62152,16,0,0
62153,17,1,7
62154,18,2,6
62155,19,3,5
62156,20,4,4
62161,16,0,0
62162,17,1,7
62163,18,2,6
62164,19,3,5
62165,20,4,4
62166,21,5,3
62211,12,4,4
62212,13,5,3
62213,14,6,2
62214,15,7,1
62215,16,0,0
62216,17,1,7
62221,13,5,3
62222,14,6,2
62223,15,7,1
62224,16,0,0
62225,17,1,7
62226,18,2,6
62231,14,6,2
62232,15,7,1
62233,16,0,0
62234,17,1,7
62235,18,2,6
62236,19,3,5
62241,15,7,1
62242,16,0,0
62243,17,1,7
62244,18,2,6
62245,19,3,5
62246,20,4,4
62251,16,0,0
62252,17,1,7
62253,18,2,6
62254,19,3,5
62255,20,4,4
62256,21,5,3
62261,17,1,7
62262,18,2,6
62263,19,3,5
62264,20,4,4
62265,21,5,3
62266,22,6,2
62311,13,5,3
62312,14,6,2
62313,15,7,1
62314,16,0,0
62315,17,1,7
62316,18,2,6
62321,14,6,2
62322,15,7,1
62323,16,0,0
62324,17,1,7
62325,18,2,6
62326,19,3,5
62331,15,7,1
62332,16,0,0
62333,17,1,7
62334,18,2,6
62335,19,3,5
62336,20,4,4
62341,16,0,0
62342,17,1,7
62343,18,2,6
62344,19,3,5
62345,20,4,4
62346,21,5,3
62351,17,1,7
62352,18,2,6
62353,19,3,5
62354,20,4,4
62355,21,5,3
62356,22,6,2
62361,18,2,6
62362,19,3,5
62363,20,4,4
62364,21,5,3
62365,22,6,2
62366,23,7,1
62411,14,6,2
62412,15,7,1
62413,16,0,0
62414,17,1,7
62415,18,2,6
62416,19,3,5
62421,15,7,1
62422,16,0,0
62423,17,1,7
62424,18,2,6
62425,19,3,5
62426,20,4,4
62431,16,0,0
62432,17,1,7
62433,18,2,6
62434,19,3,5
62435,20,4,4
62436,21,5,3
62441,17,1,7
62442,18,2,6
62443,19,3,5
62444,20,4,4
62445,21,5,3
62446,22,6,2
62451,18,2,6
62452,19,3,5
62453,20,4,4
62454,21,5,3
62455,22,6,2
62456,23,7,1
62461,19,3,5
62462,20,4,4
62463,21,5,3
62464,22,6,2
62465,23,7,1
62466,24,0,0
62511,15,7,1
62512,16,0,0
62513,17,1,7
62514,18,2,6
62515,19,3,5
62516,20,4,4
62521,16,0,0
62522,17,1,7
62523,18,2,6
62524,19,3,5
62525,20,4,4
62526,21,5,3
62531,17,1,7
62532,18,2,6
62533,19,3,5
62534,20,4,4
62535,21,5,3
62536,22,6,2
62541,18,2,6
62542,19,3,5
62543,20,4,4
62544,21,5,3
62545,22,6,2
62546,23,7,1
62551,19,3,5
62552,20,4,4
62553,21,5,3
62554,22,6,2
62555,23,7,1
62556,24,0,0
62561,20,4,4
62562,21,5,3
62563,22,6,2
62564,23,7,1
62565,24,0,0
62566,25,1,7
62611,16,0,0
62612,17,1,7
62613,18,2,6
62614,19,3,5
62615,20,4,4
62616,21,5,3
62621,17,1,7
62622,18,2,6
62623,19,3,5
62624,20,4,4
62625,21,5,3
62626,22,6,2
62631,18,2,6
62632,19,3,5
62633,20,4,4
62634,21,5,3
62635,22,6,2
62636,23,7,1
62641,19,3,5
62642,20,4,4
62643,21,5,3
62644,22,6,2
62645,23,7,1
62646,24,0,0
62651,20,4,4
62652,21,5,3
62653,22,6,2
62654,23,7,1
62655,24,0,0
62656,25,1,7
62661,21,5,3
62662,22,6,2
62663,23,7,1
62664,24,0,0
62665,25,1,7
62666,26,2,6
63111,12,4,4
63112,13,5,3
63113,14,6,2
63114,15,7,1
63115,16,0,0
63116,17,1,7
63121,13,5,3
63122,14,6,2
63123,15,7,1
63124,16,0,0
63125,17,1,7
63126,18,2,6
63131,14,6,2
63132,15,7,1
63133,16,0,0
63134,17,1,7
63135,18,2,6
63136,19,3,5
63141,15,7,1
63142,16,0,0
63143,17,1,7
63144,18,2,6
63145,19,3,5
63146,20,4,4
63151,16,0,0
63152,17,1,7
63153,18,2,6
63154,19,3,5
63155,20,4,4
63156,21,5,3
63161,17,1,7
63162,18,2,6
63163,19,3,5
63164,20,4,4
63165,21,5,3
63166,22,6,2
63211,13,5,3
63212,14,6,2
63213,15,7,1
63214,16,0,0
63215,17,1,7
63216,18,2,6
63221,14,6,2
63222,15,7,1
63223,16,0,0
63224,17,1,7
63225,18,2,6
63226,19,3,5
63231,15,7,1
63232,16,0,0
63233,17,1,7
63234,18,2,6
63235,19,3,5
63236,20,4,4
63241,16,0,0
63242,17,1,7
63243,18,2,6
63244,19,3,5
63245,20,4,4
63246,21,5,3
63251,17,1,7
63252,18,2,6
63253,19,3,5
63254,20,4,4
63255,21,5,3
63256,22,6,2
63261,18,2,6
63262,19,3,5
63263,20,4,4
63264,21,5,3
63265,22,6,2
63266,23,7,1
63311,14,6,2
63312,15,7,1
63313,16,0,0
63314,17,1,7
63315,18,2,6
63316,19,3,5
63321,15,7,1
63322,16,0,0
63323,17,1,7
63324,18,2,6
63325,19,3,5
63326,20,4,4
63331,16,0,0
63332,17,1,7
63333,18,2,6
63334,19,3,5
63335,20,4,4
63336,21,5,3
63341,17,1,7
63342,18,2,6
63343,19,3,5
63344,20,4,4
63345,21,5,3
63346,22,6,2
63351,18,2,6
63352,19,3,5
63353,20,4,4
63354,21,5,3
63355,22,6,2
63356,23,7,1
63361,19,3,5
63362,20,4,4
63363,21,5,3
63364,22,6,2
63365,23,7,1
63366,24,0,0
63411,15,7,1
63412,16,0,0
63413,17,1,7
63414,18,2,6
63415,19,3,5
63416,20,4,4
63421,16,0,0
63422,17,1,7
63423,18,2,6
63424,19,3,5
63425,20,4,4
63426,21,5,3
63431,17,1,7
63432,18,2,6
63433,19,3,5
63434,20,4,4
63435,21,5,3
63436,22,6,2
63441,18,2,6
63442,19,3,5
63443,20,4,4
63444,21,5,3
63445,22,6,2
63446,23,7,1
63451,19,3,5
63452,20,4,4
63453,21,5,3
63454,22,6,2
63455,23,7,1
63456,24,0,0
63461,20,4,4
63462,21,5,3
63463,22,6,2
63464,23,7,1
63465,24,0,0
63466,25,1,7
63511,16,0,0
63512,17,1,7
63513,18,2,6
63514,19,3,5
63515,20,4,4
63516,21,5,3
63521,17,1,7
63522,18,2,6
63523,19,3,5
63524,20,4,4
63525,21,5,3
63526,22,6,2
63531,18,2,6
63532,19,3,5
63533,20,4,4
63534,21,5,3
63535,22,6,2
63536,23,7,1
63541,19,3,5
63542,20,4,4
63543,21,5,3
63544,22,6,2
63545,23,7,1
63546,24,0,0
63551,20,4,4
63552,21,5,3
63553,22,6,2
63554,23,7,1
63555,24,0,0
63556,25,1,7
63561,21,5,3
63562,22,6,2
63563,23,7,1
63564,24,0,0
63565,25,1,7
63566,26,2,6
63611,17,1,7
63612,18,2,6
63613,19,3,5
63614,20,4,4
63615,21,5,3
63616,22,6,2
63621,18,2,6
63622,19,3,5
63623,20,4,4
63624,21,5,3
63625,22,6,2
63626,23,7,1
63631,19,3,5
63632,20,4,4
63633,21,5,3
63634,22,6,2
63635,23,7,1
63636,24,0,0
63641,20,4,4
63642,21,5,3
63643,22,6,2
63644,23,7,1
63645,24,0,0
63646,25,1,7
63651,21,5,3
63652,22,6,2
63653,23,7,1
63654,24,0,0
63655,25,1,7
63656,26,2,6
63661,22,6,2
63662,23,7,1
63663,24,0,0
63664,25,1,7
63665,26,2,6
63666,27,3,5
64111,13,5,3
64112,14,6,2
64113,15,7,1
64114,16,0,0
64115,17,1,7
64116,18,2,6
64121,14,6,2
64122,15,7,1
64123,16,0,0
64124,17,1,7
64125,18,2,6
64126,19,3,5
64131,15,7,1
64132,16,0,0
64133,17,1,7
64134,18,2,6
64135,19,3,5
64136,20,4,4
64141,16,0,0
64142,17,1,7
64143,18,2,6
64144,19,3,5
64145,20,4,4
64146,21,5,3
64151,17,1,7
64152,18,2,6
64153,19,3,5
64154,20,4,4
64155,21,5,3
64156,22,6,2
64161,18,2,6
64162,19,3,5
64163,20,4,4
64164,21,5,3
64165,22,6,2
64166,23,7,1
64211,14,6,2
64212,15,7,1
64213,16,0,0
64214,17,1,7
64215,18,2,6
64216,19,3,5
64221,15,7,1
64222,16,0,0
64223,17,1,7
64224,18,2,6
64225,19,3,5
64226,20,4,4
64231,16,0,0
64232,17,1,7
64233,18,2,6
64234,19,3,5
64235,20,4,4
64236,21,5,3
64241,17,1,7
64242,18,2,6
64243,19,3,5
64244,20,4,4
64245,21,5,3
64246,22,6,2
64251,18,2,6
64252,19,3,5
64253,20,4,4
64254,21,5,3
64255,22,6,2
64256,23,7,1
64261,19,3,5
64262,20,4,4
64263,21,5,3
64264,22,6,2
64265,23,7,1
64266,24,0,0
64311,15,7,1
64312,16,0,0
64313,17,1,7
64314,18,2,6
64315,19,3,5
64316,20,4,4
64321,16,0,0
64322,17,1,7
64323,18,2,6
64324,19,3,5
64325,20,4,4
64326,21,5,3
64331,17,1,7
64332,18,2,6
64333,19,3,5
64334,20,4,4
64335,21,5,3
64336,22,6,2
64341,18,2,6
64342,19,3,5
64343,20,4,4
64344,21,5,3
64345,22,6,2
64346,23,7,1
64351,19,3,5
64352,20,4,4
64353,21,5,3
64354,22,6,2
64355,23,7,1
64356,24,0,0
64361,20,4,4
64362,21,5,3
64363,22,6,2
64364,23,7,1
64365,24,0,0
64366,25,1,7
64411,16,0,0
64412,17,1,7
64413,18,2,6
64414,19,3,5
64415,20,4,4
64416,21,5,3
64421,17,1,7
64422,18,2,6
64423,19,3,5
64424,20,4,4
64425,21,5,3
64426,22,6,2
64431,18,2,6
64432,19,3,5
64433,20,4,4
64434,21,5,3
64435,22,6,2
64436,23,7,1
64441,19,3,5
64442,20,4,4
64443,21,5,3
64444,22,6,2
64445,23,7,1
64446,24,0,0
64451,20,4,4
64452,21,5,3
64453,22,6,2
64454,23,7,1
64455,24,0,0
64456,25,1,7
64461,21,5,3
64462,22,6,2
64463,23,7,1
64464,24,0,0
64465,25,1,7
64466,26,2,6
64511,17,1,7
64512,18,2,6
64513,19,3,5
64514,20,4,4
64515,21,5,3
64516,22,6,2
64521,18,2,6
64522,19,3,5
64523,20,4,4
64524,21,5,3
64525,22,6,2
64526,23,7,1
64531,19,3,5
64532,20,4,4
64533,21,5,3
64534,22,6,2
64535,23,7,1
64536,24,0,0
64541,20,4,4
64542,21,5,3
64543,22,6,2
64544,23,7,1
64545,24,0,0
64546,25,1,7
64551,21,5,3
64552,22,6,2
64553,23,7,1
64554,24,0,0
64555,25,1,7
64556,26,2,6
64561,22,6,2
64562,23,7,1
64563,24,0,0
64564,25,1,7
64565,26,2,6
64566,27,3,5
64611,18,2,6
64612,19,3,5
64613,20,4,4
64614,21,5,3
64615,22,6,2
64616,23,7,1
64621,19,3,5
64622,20,4,4
64623,21,5,3
64624,22,6,2
64625,23,7,1
64626,24,0,0
64631,20,4,4
64632,21,5,3
64633,22,6,2
64634,23,7,1
64635,24,0,0
64636,25,1,7
64641,21,5,3
64642,22,6,2
64643,23,7,1
64644,24,0,0
64645,25,1,7
64646,26,2,6
64651,22,6,2
64652,23,7,1
64653,24,0,0
64654,25,1,7
64655,26,2,6
64656,27,3,5
64661,23,7,1
64662,24,0,0
64663,25,1,7
64664,26,2,6
64665,27,3,5
64666,28,4,4
65111,14,6,2
65112,15,7,1
65113,16,0,0
65114,17,1,7
65115,18,2,6
65116,19,3,5
65121,15,7,1
65122,16,0,0
65123,17,1,7
65124,18,2,6
65125,19,3,5
65126,20,4,4
65131,16,0,0
65132,17,1,7
65133,18,2,6
65134,19,3,5
65135,20,4,4
65136,21,5,3
65141,17,1,7
65142,18,2,6
65143,19,3,5
65144,20,4,4
65145,21,5,3
65146,22,6,2
65151,18,2,6
65152,19,3,5
65153,20,4,4
65154,21,5,3
65155,22,6,2
65156,23,7,1
65161,19,3,5
65162,20,4,4
65163,21,5,3
65164,22,6,2
65165,23,7,1
65166,24,0,0
65211,15,7,1
65212,16,0,0
65213,17,1,7
65214,18,2,6
65215,19,3,5
65216,20,4,4
65221,16,0,0
65222,17,1,7
65223,18,2,6
65224,19,3,5
65225,20,4,4
65226,21,5,3
65231,17,1,7
65232,18,2,6
65233,19,3,5
65234,20,4,4
65235,21,5,3
65236,22,6,2
65241,18,2,6
65242,19,3,5
65243,20,4,4
65244,21,5,3
65245,22,6,2
65246,23,7,1
65251,19,3,5
65252,20,4,4
65253,21,5,3
65254,22,6,2
65255,23,7,1
65256,24,0,0
65261,20,4,4
65262,21,5,3
65263,22,6,2
65264,23,7,1
65265,24,0,0
65266,25,1,7
65311,16,0,0
65312,17,1,7
65313,18,2,6
65314,19,3,5
65315,20,4,4
65316,21,5,3
65321,17,1,7
65322,18,2,6
65323,19,3,5
65324,20,4,4
65325,21,5,3
65326,22,6,2
65331,18,2,6
65332,19,3,5
65333,20,4,4
65334,21,5,3
65335,22,6,2
65336,23,7,1
65341,19,3,5
65342,20,4,4
65343,21,5,3
65344,22,6,2
65345,23,7,1
65346,24,0,0
65351,20,4,4
65352,21,5,3
65353,22,6,2
65354,23,7,1
65355,24,0,0
65356,25,1,7
65361,21,5,3
65362,22,6,2
65363,23,7,1
65364,24,0,0
65365,25,1,7
65366,26,2,6
65411,17,1,7
65412,18,2,6
65413,19,3,5
65414,20,4,4
65415,21,5,3
65416,22,6,2
65421,18,2,6
65422,19,3,5
65423,20,4,4
65424,21,5,3
65425,22,6,2
65426,23,7,1
65431,19,3,5
65432,20,4,4
65433,21,5,3
65434,22,6,2
65435,23,7,1
65436,24,0,0
65441,20,4,4
65442,21,5,3
65443,22,6,2
65444,23,7,1
65445,24,0,0
65446,25,1,7
65451,21,5,3
65452,22,6,2
65453,23,7,1
65454,24,0,0
65455,25,1,7
65456,26,2,6
65461,22,6,2
65462,23,7,1
65463,24,0,0
65464,25,1,7
65465,26,2,6
65466,27,3,5
65511,18,2,6
65512,19,3,5
65513,20,4,4
65514,21,5,3
65515,22,6,2
65516,23,7,1
65521,19,3,5
65522,20,4,4
65523,21,5,3
65524,22,6,2
65525,23,7,1
65526,24,0,0
65531,20,4,4
65532,21,5,3
65533,22,6,2
65534,23,7,1
65535,24,0,0
65536,25,1,7
65541,21,5,3
65542,22,6,2
65543,23,7,1
65544,24,0,0
65545,25,1,7
65546,26,2,6
65551,22,6,2
65552,23,7,1
65553,24,0,0
65554,25,1,7
65555,26,2,6
65556,27,3,5
65561,23,7,1
65562,24,0,0
65563,25,1,7
65564,26,2,6
65565,27,3,5
65566,28,4,4
65611,19,3,5
65612,20,4,4
65613,21,5,3
65614,22,6,2
65615,23,7,1
65616,24,0,0
65621,20,4,4
65622,21,5,3
65623,22,6,2
65624,23,7,1
65625,24,0,0
65626,25,1,7
65631,21,5,3
65632,22,6,2
65633,23,7,1
65634,24,0,0
65635,25,1,7
65636,26,2,6
65641,22,6,2
65642,23,7,1
65643,24,0,0
65644,25,1,7
65645,26,2,6
65646,27,3,5
65651,23,7,1
65652,24,0,0
65653,25,1,7
65654,26,2,6
65655,27,3,5
65656,28,4,4
65661,24,0,0
65662,25,1,7
65663,26,2,6
65664,27,3,5
65665,28,4,4
65666,29,5,3
66111,15,7,1
66112,16,0,0
66113,17,1,7
66114,18,2,6
66115,19,3,5
66116,20,4,4
66121,16,0,0
66122,17,1,7
66123,18,2,6
66124,19,3,5
66125,20,4,4
66126,21,5,3
66131,17,1,7
66132,18,2,6
66133,19,3,5
66134,20,4,4
66135,21,5,3
66136,22,6,2
66141,18,2,6
66142,19,3,5
66143,20,4,4
66144,21,5,3
66145,22,6,2
66146,23,7,1
66151,19,3,5
66152,20,4,4
66153,21,5,3
66154,22,6,2
66155,23,7,1
66156,24,0,0
66161,20,4,4
66162,21,5,3
66163,22,6,2
66164,23,7,1
66165,24,0,0
66166,25,1,7
66211,16,0,0
66212,17,1,7
66213,18,2,6
66214,19,3,5
66215,20,4,4
66216,21,5,3
66221,17,1,7
66222,18,2,6
66223,19,3,5
66224,20,4,4
66225,21,5,3
66226,22,6,2
66231,18,2,6
66232,19,3,5
66233,20,4,4
66234,21,5,3
66235,22,6,2
66236,23,7,1
66241,19,3,5
66242,20,4,4
66243,21,5,3
66244,22,6,2
66245,23,7,1
66246,24,0,0
66251,20,4,4
66252,21,5,3
66253,22,6,2
66254,23,7,1
66255,24,0,0
66256,25,1,7
66261,21,5,3
66262,22,6,2
66263,23,7,1
66264,24,0,0
66265,25,1,7
66266,26,2,6
66311,17,1,7
66312,18,2,6
66313,19,3,5
66314,20,4,4
66315,21,5,3
66316,22,6,2
66321,18,2,6
66322,19,3,5
66323,20,4,4
66324,21,5,3
66325,22,6,2
66326,23,7,1
66331,19,3,5
66332,20,4,4
66333,21,5,3
66334,22,6,2
66335,23,7,1
66336,24,0,0
66341,20,4,4
66342,21,5,3
66343,22,6,2
66344,23,7,1
66345,24,0,0
66346,25,1,7
66351,21,5,3
66352,22,6,2
66353,23,7,1
66354,24,0,0
66355,25,1,7
66356,26,2,6
66361,22,6,2
66362,23,7,1
66363,24,0,0
66364,25,1,7
66365,26,2,6
66366,27,3,5
66411,18,2,6
66412,19,3,5
66413,20,4,4
66414,21,5,3
66415,22,6,2
66416,23,7,1
66421,19,3,5
66422,20,4,4
66423,21,5,3
66424,22,6,2
66425,23,7,1
66426,24,0,0
66431,20,4,4
66432,21,5,3
66433,22,6,2
66434,23,7,1
66435,24,0,0
66436,25,1,7
66441,21,5,3
66442,22,6,2
66443,23,7,1
66444,24,0,0
66445,25,1,7
66446,26,2,6
66451,22,6,2
66452,23,7,1
66453,24,0,0
66454,25,1,7
66455,26,2,6
66456,27,3,5
66461,23,7,1
66462,24,0,0
66463,25,1,7
66464,26,2,6
66465,27,3,5
66466,28,4,4
66511,19,3,5
66512,20,4,4
66513,21,5,3
66514,22,6,2
66515,23,7,1
66516,24,0,0
66521,20,4,4
66522,21,5,3
66523,22,6,2
66524,23,7,1
66525,24,0,0
66526,25,1,7
66531,21,5,3
